timestamp,accX,accY,accZ,filteredAccY,phase,repCount,t_diff,energy
63.875,-0.022932,0.022561,0.074477,0.013033,idle,1,0.020000000000003126,0.1252274189093107
63.896,0.125232,0.051777,0.065526,0.020782,idle,1,0.021000000000000796,0.12427554643380091
63.915,0.23817,0.094815,0.015293,0.035589,idle,1,0.01899999999999835,0.12359159490408628
63.934,0.226909,0.120012,-0.04454,0.052473,idle,1,0.01899999999999835,0.12318824799598503
63.954,0.165753,0.150142,-0.11584,0.072007,idle,1,0.020000000000003126,0.12302108790084808
63.974,0.073206,0.193242,-0.181537,0.096254,idle,1,0.01999999999999602,0.12300142708098963
63.994,-0.06768,0.215674,-0.229421,0.120138,idle,1,0.020000000000003126,0.12302645721213507
64.014,-0.220654,0.19731,-0.239784,0.135572,idle,1,0.01999999999999602,0.12292215508434147
64.034,-0.309254,0.169224,-0.20662,0.142303,idle,1,0.020000000000010232,0.12239300692032654
64.054,-0.204126,0.143377,-0.10617,0.142518,idle,1,0.01999999999999602,0.12124893713895546
64.073,-0.019309,0.113784,0.026653,0.136771,idle,1,0.018999999999991246,0.11959189060121653
64.093,0.050801,0.079718,0.103157,0.12536,idle,1,0.020000000000010232,0.11763860333854893
64.113,-0.00602,0.057403,0.087191,0.111769,idle,1,0.01999999999999602,0.11554186461257197
64.133,-0.125978,0.035475,0.049224,0.09651,idle,1,0.01999999999999602,0.11321200057577646
64.153,-0.198368,0.028189,0.000993,0.082846,idle,1,0.020000000000010232,0.1104556572670434
64.173,-0.258839,0.018305,-0.03285,0.069938,idle,1,0.01999999999999602,0.1073623233252968
64.193,-0.330693,0.035632,-0.027562,0.063077,idle,1,0.01999999999999602,0.10432252953324396
64.213,-0.354379,0.045507,0.014354,0.059563,idle,1,0.01999999999999602,0.10167992653534295
64.233,-0.336307,0.037258,0.061289,0.055102,idle,1,0.020000000000010232,0.09951270409117263
64.252,-0.34296,0.025522,0.076955,0.049186,idle,1,0.018999999999991246,0.09781627129737482
64.272,-0.385773,-0.012977,0.082868,0.036753,idle,1,0.020000000000010232,0.09654304906461178
64.292,-0.429527,-0.066883,0.109641,0.016026,idle,1,0.01999999999999602,0.09566119251123273
64.313,-0.424007,-0.093646,0.138735,-0.005908,idle,1,0.021000000000000796,0.09514025324426802
64.332,-0.402074,-0.086594,0.130906,-0.022045,idle,1,0.018999999999991246,0.09491148852228999
64.352,-0.369823,-0.053021,0.077931,-0.028241,idle,1,0.020000000000010232,0.09487820948558112
64.371,-0.256442,-0.001784,0.010643,-0.022949,idle,1,0.018999999999991246,0.09491540020850049
64.392,-0.114924,0.042572,0.070347,-0.009845,idle,1,0.021000000000000796,0.09495698844224272
64.411,-0.020517,0.079266,0.184706,0.007977,idle,1,0.019000000000005457,0.09499370444308039
64.431,-0.027418,0.104883,0.226205,0.027358,idle,1,0.01999999999999602,0.09502089680387438
