timestamp,accX,accY,accZ,filteredAccY,phase,repCount,t_diff
25.662,0.056403,-0.046354,-0.063191,-0.024958,idle,0,0.019999999999999574
25.682,-0.003677,0.033497,0.091906,-0.013267,idle,0,0.019999999999999574
25.701,-0.134858,0.023989,0.045029,-0.005816,idle,0,0.019000000000001904
25.721,0.043804,-0.00536,-0.186458,-0.005725,idle,0,0.019999999999999574
25.741,0.039776,-0.028668,-0.074112,-0.010313,idle,0,0.019999999999999574
25.761,-0.060867,0.019503,0.189314,-0.00435,idle,0,0.019999999999999574
25.781,-0.102671,0.002178,0.026008,-0.003045,idle,0,0.019999999999999574
25.801,0.075323,-0.010015,-0.25563,-0.004439,idle,0,0.019999999999999574
25.821,0.002934,-0.043266,-0.057737,-0.012204,idle,0,0.020000000000003126
25.841,0.004958,0.174111,0.243056,0.025059,idle,0,0.019999999999999574
25.861,-0.073965,-0.018032,-0.00285,0.016441,idle,0,0.019999999999999574
25.88,-0.008529,-0.06115,-0.124236,0.000922,idle,0,0.01899999999999835
25.9,0.130921,0.037138,-0.03068,0.008166,idle,0,0.019999999999999574
25.92,-0.050555,0.121349,0.295323,0.030802,idle,0,0.020000000000003126
25.94,0.025545,0.001204,-0.002323,0.024883,idle,0,0.019999999999999574
25.96,-0.008143,0.052689,-0.031367,0.030444,idle,0,0.019999999999999574
25.981,0.079402,-0.01075,-0.032184,0.022205,idle,0,0.021000000000000796
25.999,0.052794,0.091305,-0.060564,0.036025,idle,0,0.01799999999999713
26.019,-0.01952,0.01345,0.151792,0.03151,idle,0,0.019999999999999574
26.039,0.061284,0.069931,0.078095,0.039194,idle,0,0.020000000000003126
26.059,0.074966,-0.020123,-0.024175,0.027331,idle,0,0.019999999999999574
26.079,0.063523,0.091689,0.07089,0.040203,idle,0,0.019999999999999574
26.099,0.087186,0.024797,0.032251,0.037121,idle,0,0.019999999999999574
26.119,0.080192,0.04776,0.088692,0.039249,idle,0,0.019999999999999574
26.139,0.123012,-0.011694,0.086607,0.02906,idle,0,0.019999999999999574
26.159,0.043132,0.029425,0.120193,0.029133,idle,0,0.019999999999999574
26.178,0.068342,0.024489,0.014891,0.028205,idle,0,0.019000000000001904
26.198,0.077842,-0.038218,0.074988,0.01492,idle,0,0.019999999999999574
26.218,0.09801,0.009765,0.046764,0.013889,idle,0,0.019999999999999574
26.238,0.078578,-0.070366,-0.018398,-0.002962,idle,0,0.019999999999999574
26.258,0.069926,-0.012783,0.038364,-0.004926,idle,0,0.019999999999999574
26.278,0.051915,-0.002399,0.145122,-0.004421,idle,0,0.019999999999999574
26.298,0.044906,-0.000866,0.044911,-0.00371,idle,0,0.019999999999999574
26.317,0.07756,-0.057215,-0.019467,-0.014411,idle,0,0.019000000000001904
26.338,0.024478,-0.050515,-0.015538,-0.021632,idle,0,0.021000000000000796
26.357,0.039745,-0.075902,0.070582,-0.032486,idle,0,0.01899999999999835
26.377,0.056008,-0.019068,0.062789,-0.029802,idle,0,0.019999999999999574
26.397,-0.00135,-0.00307,-0.001918,-0.024456,idle,0,0.019999999999999574
26.417,0.043629,0.039114,-0.020297,-0.011742,idle,0,0.020000000000003126
26.437,0.0261,-0.07346,-0.00908,-0.024086,idle,0,0.019999999999999574
26.457,0.007404,-0.047036,0.035847,-0.028676,idle,0,0.019999999999999574
26.477,0.027696,0.024433,0.018488,-0.018054,idle,0,0.019999999999999574
