timestamp,accX,accY,accZ,filteredAccY,phase,repCount
49.746,-0.085636,0.008893,-0.008014,0.011856,bottom,0
49.766,-0.109658,-0.060253,-0.058491,-0.002566,bottom,0
49.786,-0.014606,-0.005781,-0.130752,-0.003209,bottom,0
49.806,-0.014325,-0.005726,-0.125351,-0.003712,bottom,0
49.826,-0.055177,-0.009176,-0.038884,-0.004805,bottom,0
49.846,-0.134034,-0.020016,0.019228,-0.007847,bottom,0
49.866,-0.099366,-0.025183,-0.016339,-0.011314,bottom,0
49.885,-0.009168,0.004031,-0.015347,-0.008245,bottom,0
49.905,-0.108591,0.037836,0.039206,0.000971,bottom,0
49.925,-0.165062,-0.014362,0.039820,-0.002096,bottom,0
49.945,-0.036808,-0.013125,-0.046923,-0.004302,bottom,0
49.965,-0.077540,-0.001951,-0.047893,-0.003831,bottom,0
49.985,-0.065470,0.038046,-0.042401,0.004544,bottom,0
50.005,-0.148790,-0.035474,0.002877,-0.003459,bottom,0
50.025,-0.165050,-0.003564,-0.044827,-0.003480,bottom,0
50.044,-0.117270,0.017631,-0.068069,0.000742,bottom,0
50.064,-0.122429,0.022046,-0.016150,0.005003,bottom,0
50.084,-0.214758,-0.044923,-0.001089,-0.004982,bottom,0
50.106,-0.078046,0.015901,-0.028915,-0.000806,bottom,0
50.124,-0.098681,0.007851,-0.039907,0.000926,bottom,0
50.143,-0.066067,0.021739,0.011434,0.005088,bottom,0
50.164,-0.040267,-0.038571,0.010884,-0.003644,bottom,0
50.183,-0.034493,0.008139,-0.006071,-0.001287,bottom,0
50.203,-0.005825,-0.009504,0.037532,-0.002931,bottom,0
50.223,-0.001581,-0.004083,0.010417,-0.003161,bottom,0
50.243,-0.003419,-0.015043,-0.019117,-0.005537,bottom,0
50.263,0.066008,0.009832,-0.033571,-0.002463,bottom,0
50.283,-0.041217,-0.018047,0.017462,-0.005580,bottom,0
50.303,0.005360,-0.033097,-0.028478,-0.011084,bottom,0
50.322,-0.006645,-0.006795,-0.024040,-0.010226,bottom,0
50.342,0.024164,0.031757,-0.041947,-0.001829,bottom,0
50.362,-0.020617,0.002423,0.003206,-0.000979,bottom,0
50.382,-0.026643,-0.042947,-0.059035,-0.009373,bottom,0
50.402,-0.008163,-0.018695,-0.028768,-0.011237,bottom,0
50.422,-0.071495,0.034196,0.012803,-0.002150,bottom,0
50.442,-0.139158,-0.037014,0.013439,-0.009123,bottom,0
50.462,-0.073388,-0.007039,-0.033702,-0.008706,bottom,0
50.482,-0.196457,-0.038093,-0.049723,-0.014583,bottom,0
50.501,-0.135213,0.004919,-0.021196,-0.010683,bottom,0
50.521,-0.174513,-0.044993,-0.013391,-0.017545,bottom,0
50.541,-0.180190,-0.010725,-0.007334,-0.016181,bottom,0
50.561,-0.063549,0.001190,-0.022620,-0.012707,bottom,0
50.581,-0.138751,0.019322,0.028842,-0.006301,bottom,0
50.601,-0.085529,0.029555,0.061765,0.000870,bottom,0
50.621,0.014671,0.042452,-0.006737,0.009186,bottom,0
50.641,0.019806,0.021890,-0.035783,0.011727,bottom,0
50.660,0.063334,0.019002,0.029161,0.013182,bottom,0
50.680,-0.018780,0.045844,0.004079,0.019714,bottom,0
50.701,0.006778,0.021887,-0.021167,0.020149,bottom,0
50.720,-0.064948,-0.025047,0.014784,0.011110,bottom,0
50.739,-0.055036,0.028377,-0.065528,0.014563,bottom,0
50.760,-0.040207,-0.028684,-0.056376,0.005914,bottom,0
50.780,-0.125613,-0.005341,-0.048345,0.003663,bottom,0
50.800,-0.113573,0.004716,-0.033825,0.003873,bottom,0
50.819,-0.115467,-0.049366,-0.027624,-0.006774,bottom,0
50.839,-0.064184,0.021395,-0.032879,-0.001141,bottom,0
50.859,-0.089972,0.053351,-0.011241,0.009758,bottom,0
50.879,-0.081998,0.038890,0.041381,0.015584,bottom,0
50.899,-0.078611,0.001931,-0.040102,0.012854,bottom,0
50.919,0.048540,0.030524,-0.028413,0.016388,bottom,0
50.938,0.031569,0.020238,0.002249,0.017158,bottom,0
50.958,-0.042818,0.042973,-0.059601,0.022321,bottom,0
50.978,0.140876,0.000133,-0.043201,0.017883,bottom,0
50.998,0.022791,-0.025612,-0.052031,0.009184,bottom,0
51.018,0.007630,0.084451,0.004870,0.024237,bottom,0
51.038,0.087500,0.050751,-0.071128,0.029540,bottom,0
51.058,0.042126,-0.021868,-0.038072,0.019258,bottom,0
51.078,0.122903,-0.024304,0.011429,0.010546,bottom,0
51.098,0.131406,0.013108,0.051082,0.011058,bottom,0
51.117,0.063580,0.086163,-0.088870,0.026079,bottom,0
51.137,0.116100,-0.083643,-0.061674,0.004135,bottom,0
51.157,0.185525,-0.111805,0.008046,-0.019053,bottom,0
51.177,0.202981,-0.019046,0.103904,-0.019052,bottom,0
51.197,0.106237,-0.070429,-0.079048,-0.029327,bottom,0
51.217,0.205017,0.016662,-0.057743,-0.020129,bottom,0
51.237,0.222775,-0.126359,0.147796,-0.041375,bottom,0
51.256,0.043912,-0.074208,0.217400,-0.047942,bottom,0
51.276,0.162421,0.017235,-0.049349,-0.034906,bottom,0
51.297,0.153586,-0.128822,0.017310,-0.053689,bottom,0
51.316,0.066705,-0.109458,0.115375,-0.064843,bottom,0
51.336,0.033706,-0.065857,0.069005,-0.065046,bottom,0
51.356,0.085513,-0.015836,0.001372,-0.055204,bottom,0
51.376,0.030897,-0.083274,0.085976,-0.060818,bottom,0
51.396,-0.001519,-0.075625,0.112010,-0.063779,bottom,0
51.415,-0.015288,0.005469,0.000916,-0.049930,bottom,0
51.435,0.004089,0.044035,-0.034733,-0.031137,bottom,0
51.455,-0.028454,-0.087799,0.062705,-0.042469,bottom,0
51.475,0.006878,-0.037964,0.052778,-0.041568,bottom,0
51.496,-0.026401,0.007295,-0.007409,-0.031796,bottom,0
51.515,0.016909,0.085485,0.003630,-0.008339,bottom,0
51.535,-0.034825,-0.013739,0.051889,-0.009419,bottom,0
51.554,-0.010116,-0.081914,0.026688,-0.023918,bottom,0
51.574,0.033388,-0.029292,-0.034624,-0.024993,bottom,0
51.594,0.027847,0.048699,0.006129,-0.010255,bottom,0
51.614,0.018829,0.027278,0.042777,-0.002748,bottom,0
51.634,0.015887,-0.015526,0.042241,-0.005304,bottom,0
51.654,0.007171,-0.054667,0.001263,-0.015176,bottom,0
51.674,0.016351,0.000275,0.024546,-0.012086,bottom,0
51.694,0.025410,0.063636,0.069730,0.003058,bottom,0
51.714,-0.000149,0.033837,0.043573,0.009214,bottom,0
51.733,-0.008324,0.015170,-0.010449,0.010405,bottom,0
51.753,-0.009702,-0.024529,0.004444,0.003418,bottom,0
51.773,0.001326,-0.002222,0.039031,0.002290,bottom,0
51.794,-0.008603,0.054728,-0.002070,0.012778,bottom,0
51.813,-0.002502,0.029121,0.003475,0.016046,bottom,0
51.833,-0.003936,-0.031460,0.023670,0.006545,bottom,0
51.853,-0.006331,-0.022859,0.042265,0.000664,bottom,0
51.872,0.011848,0.032821,0.023578,0.007096,bottom,0
51.892,0.013625,0.043860,0.013685,0.014449,bottom,0
51.912,-0.000914,-0.005907,0.016532,0.010377,bottom,0
51.932,-0.004545,-0.021809,0.003651,0.003940,bottom,0
51.952,-0.005575,0.015327,0.000837,0.006218,bottom,0
51.972,0.012009,0.051468,-0.002691,0.015268,bottom,0
51.992,-0.016037,0.014759,0.017286,0.015166,bottom,0
52.013,-0.015802,-0.022372,0.003394,0.007658,bottom,0
52.031,0.003291,-0.030195,0.025507,0.000088,bottom,0
52.051,0.017369,0.033815,0.051433,0.006833,bottom,0
52.071,0.023847,0.042060,0.052405,0.013879,bottom,0
52.091,0.034445,0.008220,0.043167,0.012747,bottom,0
52.111,0.036834,-0.037388,0.020435,0.002720,bottom,0
52.131,0.040841,-0.046167,0.018047,-0.007058,bottom,0
52.151,0.056899,0.039973,0.032352,0.002349,bottom,0
52.171,0.047780,0.015440,0.038789,0.004967,bottom,0
52.191,0.066689,-0.029590,0.040379,-0.001944,bottom,0
52.210,0.075223,-0.048394,0.050255,-0.011234,bottom,0
52.230,0.048629,0.064281,0.001235,0.003869,bottom,0
52.250,0.098320,0.033441,0.033932,0.009783,bottom,0
52.270,0.114962,0.016520,0.023786,0.011130,bottom,0
52.290,0.117340,-0.053082,0.072655,-0.001712,bottom,0
52.310,-0.012575,0.004813,0.013028,-0.000407,bottom,0
52.330,0.131666,0.073718,-0.022654,0.014418,bottom,0
52.350,0.071754,0.008138,-0.009823,0.013162,bottom,0
52.369,0.108396,0.017670,-0.001004,0.014063,bottom,0
52.389,-0.057908,-0.083406,-0.016886,-0.005430,bottom,0
52.409,0.123636,0.044410,-0.039536,0.004538,bottom,0
52.429,0.105310,0.009296,-0.044450,0.005489,bottom,0
52.449,0.117012,0.028816,-0.015845,0.010155,bottom,0
52.469,0.048624,-0.100882,0.044089,-0.012053,bottom,0
52.489,0.012992,0.039791,-0.054296,-0.001684,bottom,0
52.508,0.168364,-0.015285,-0.053933,-0.004404,bottom,0
52.528,0.096309,0.008562,-0.050883,-0.001811,bottom,0
52.548,0.042049,-0.008007,0.055739,-0.003050,bottom,0
52.568,-0.140247,-0.028984,-0.031676,-0.008237,bottom,0
52.588,0.163673,0.028382,-0.097931,-0.000913,bottom,0
52.608,0.012469,0.009913,-0.029058,0.001252,bottom,0
52.628,0.048705,0.026005,-0.014401,0.006203,bottom,0
52.648,-0.024637,-0.073724,-0.024773,-0.009783,bottom,0
52.667,0.086842,0.040248,-0.003325,0.000224,bottom,0
52.687,0.061509,0.030005,-0.010672,0.006180,bottom,0
52.707,-0.051178,0.073264,0.039986,0.019597,bottom,0
52.727,0.029257,-0.046017,-0.137564,0.006474,bottom,0
52.747,0.135788,-0.125565,-0.220753,-0.019934,bottom,0
52.767,0.009835,0.038948,0.000432,-0.008158,bottom,0
52.787,0.086138,-0.020393,0.047379,-0.010605,bottom,0
52.806,-0.075254,0.099811,0.067528,0.011479,bottom,0
52.826,0.075779,0.078228,0.067029,0.024828,bottom,0
52.846,0.075754,0.020812,0.051245,0.024025,bottom,0
52.866,-0.038722,-0.006607,0.066806,0.017899,bottom,0
52.886,-0.072950,0.012213,0.052743,0.016761,bottom,0
52.906,0.123852,0.005837,-0.085799,0.014577,bottom,0
52.926,-0.015491,-0.025514,-0.006010,0.006558,bottom,0
52.946,-0.096364,-0.099524,-0.082306,-0.014658,bottom,0
52.965,-0.098849,-0.038977,-0.015780,-0.019522,bottom,0
52.985,-0.058658,-0.012739,-0.068352,-0.018165,bottom,0
53.005,-0.102803,0.030535,-0.065533,-0.008425,bottom,0
53.026,-0.195469,-0.063674,-0.059786,-0.019475,bottom,0
53.045,-0.080406,-0.025506,-0.028679,-0.020681,bottom,0
53.065,-0.079772,0.016345,-0.050555,-0.013276,bottom,0
53.085,-0.067048,0.030477,0.018616,-0.004525,bottom,0
53.104,-0.120431,-0.009064,0.077303,-0.005433,bottom,0
53.124,-0.109316,0.006504,0.028873,-0.003046,bottom,0
53.144,-0.019686,0.047331,0.023885,0.007030,bottom,0
53.164,-0.072758,0.107292,0.079058,0.027082,bottom,0
53.184,-0.199187,-0.055449,0.015461,0.010576,bottom,0
53.204,-0.040475,0.031764,-0.002821,0.014813,bottom,0
53.224,-0.100399,0.024785,-0.037791,0.016808,bottom,0
53.244,-0.111533,0.004445,-0.055691,0.014335,bottom,0
53.264,-0.042106,-0.052217,-0.118011,0.001025,bottom,0
53.283,-0.120553,0.007426,-0.047272,0.002305,bottom,0
53.303,-0.135410,0.017616,-0.008137,0.005367,bottom,0
53.323,-0.115926,-0.029625,-0.145909,-0.001631,bottom,0
53.343,-0.102330,0.019446,-0.054996,0.002584,bottom,0
53.363,-0.052593,0.023165,0.008972,0.006700,bottom,0
53.383,-0.043716,0.008332,-0.020815,0.007027,bottom,0
53.403,-0.033577,0.023923,0.042106,0.010406,bottom,0
53.422,0.030736,0.022177,0.029982,0.012760,bottom,0
53.442,-0.002255,0.046938,0.057546,0.019596,bottom,0
53.462,0.031138,0.000969,0.010173,0.015870,bottom,0
53.482,0.010789,0.013704,0.041769,0.015437,bottom,0
53.502,0.010904,0.009430,0.011828,0.014236,bottom,0
53.522,-0.006391,0.040709,0.013545,0.019530,bottom,0
53.542,-0.051139,-0.029137,0.026359,0.009797,bottom,0
53.562,-0.056923,0.025121,0.005601,0.012862,bottom,0
53.581,-0.088012,-0.004688,-0.005597,0.009352,bottom,0
53.602,-0.108177,-0.006948,0.004775,0.006092,bottom,0
53.622,-0.180806,-0.005803,0.034954,0.003713,bottom,0
53.641,-0.146637,0.020636,-0.020456,0.007098,bottom,0
53.661,-0.193061,0.006645,-0.008482,0.007007,bottom,0
53.681,-0.225468,0.014795,-0.025707,0.008565,bottom,0
53.701,-0.307480,0.007101,0.005736,0.008272,bottom,0
53.721,-0.210581,0.030463,-0.055481,0.012710,bottom,0
53.740,-0.218048,-0.020995,-0.116699,0.005969,bottom,0
53.760,-0.260031,-0.013855,-0.079858,0.002004,bottom,0
53.780,-0.217869,0.049373,0.040421,0.011478,bottom,0
53.800,-0.185108,-0.012606,-0.082413,0.006661,bottom,0
53.820,-0.120576,0.042701,-0.067281,0.013869,bottom,0
53.840,-0.152743,0.003668,-0.053945,0.011829,bottom,0
53.859,-0.104190,-0.012631,-0.105933,0.006937,bottom,0
53.879,-0.046789,-0.015374,-0.114346,0.002475,bottom,0
53.899,-0.095082,-0.039135,-0.060288,-0.005847,bottom,0
53.919,-0.048167,0.024994,-0.073679,0.000321,bottom,0
53.939,-0.039102,0.022948,-0.029308,0.004846,bottom,0
53.959,-0.065529,0.060246,-0.019865,0.015926,bottom,0
53.979,-0.008455,-0.012493,0.009064,0.010242,bottom,0
53.999,-0.077227,0.073849,0.015601,0.022964,bottom,0
54.019,0.069623,0.065852,-0.025587,0.031541,bottom,0
54.039,0.083705,0.020428,-0.004291,0.029319,bottom,0
54.059,0.033450,0.026165,0.010718,0.028688,bottom,0
54.078,0.097633,0.031705,-0.031111,0.029291,bottom,0
54.098,0.060026,0.085490,-0.028111,0.040531,bottom,0
54.118,0.106510,-0.135383,-0.075277,0.005348,bottom,0
54.138,0.226509,0.017610,-0.089996,0.007801,bottom,0
54.158,0.160537,0.010307,0.034614,0.008302,bottom,0
54.178,0.040103,0.074498,0.047358,0.021541,bottom,0
54.198,0.192768,-0.007727,-0.132355,0.015688,bottom,0
54.218,0.260712,-0.069664,0.014313,-0.001383,bottom,0
54.237,0.196497,-0.022253,0.173381,-0.005557,bottom,0
54.257,0.111947,0.031641,0.085649,0.001883,bottom,0
54.277,0.221604,0.000809,-0.177754,0.001668,bottom,0
54.297,0.266994,-0.073435,0.106379,-0.013353,bottom,0
54.317,0.148083,-0.131921,0.222428,-0.037066,bottom,0
54.337,0.111150,-0.221745,-0.011166,-0.074002,bottom,0
54.356,0.205889,0.020142,0.106094,-0.055173,bottom,0
54.376,0.099973,0.017331,0.116573,-0.040672,bottom,0
54.397,0.016534,-0.061501,0.037222,-0.044838,bottom,0
54.416,0.096818,-0.067337,0.075813,-0.049338,bottom,0
54.436,0.059796,0.017770,-0.044434,-0.035916,bottom,0
54.456,0.040267,-0.037489,-0.084458,-0.036231,bottom,0
54.476,0.082500,-0.023921,-0.069996,-0.033769,bottom,0
54.496,0.033159,-0.051357,0.022344,-0.037287,bottom,0
54.515,0.053957,-0.089779,0.048488,-0.047785,bottom,0
54.535,0.026948,-0.103453,0.030109,-0.058919,bottom,0
54.555,0.037581,-0.010575,0.073333,-0.049250,bottom,0
54.575,0.004493,0.032973,0.004088,-0.032805,bottom,0
54.595,-0.018436,-0.030530,-0.024839,-0.032350,bottom,0
54.615,0.017542,-0.112878,-0.005271,-0.048456,bottom,0
54.635,-0.013257,-0.015766,-0.021505,-0.041918,bottom,0
54.654,0.005501,0.037143,-0.044791,-0.026106,bottom,0
54.674,0.026444,0.014967,-0.018791,-0.017891,bottom,0
54.694,0.012298,-0.003010,-0.013721,-0.014915,bottom,0
54.714,-0.022455,-0.034179,0.045198,-0.018768,bottom,0
54.734,0.016172,-0.009290,-0.014745,-0.016872,bottom,0
54.754,0.049758,0.015358,-0.044544,-0.010426,bottom,0
54.774,0.051899,-0.017147,0.015013,-0.011770,bottom,0
54.795,0.033346,-0.009805,0.040081,-0.011377,bottom,0
54.814,-0.012236,-0.017252,0.009867,-0.012552,bottom,0
54.833,0.079350,0.004375,-0.062846,-0.009167,bottom,0
54.853,0.061694,-0.042143,-0.041734,-0.015762,bottom,0
54.873,0.023302,-0.022007,0.081558,-0.017011,bottom,0
54.893,-0.054980,0.065370,0.013755,-0.000535,bottom,0
54.913,0.023790,0.048389,-0.054310,0.009250,bottom,0
54.933,0.035992,-0.041937,-0.029710,-0.000987,bottom,0
54.953,0.008857,-0.010573,0.021130,-0.002904,bottom,0
54.972,-0.072292,-0.011922,-0.005035,-0.004708,bottom,0
54.992,0.011949,0.091181,-0.014041,0.014470,bottom,0
55.012,0.014934,0.008584,0.025732,0.013293,bottom,0
55.032,0.009662,-0.017230,0.043885,0.007188,bottom,0
55.052,-0.045047,-0.020837,0.058198,0.001583,bottom,0
55.072,-0.014182,0.056066,0.033078,0.012480,bottom,0
55.092,0.000578,0.001092,0.018805,0.010202,bottom,0
55.112,-0.011793,-0.021504,0.032490,0.003861,bottom,0
55.131,-0.073533,0.028425,0.045433,0.008774,bottom,0
55.151,-0.020073,0.052303,-0.054237,0.017480,bottom,0
55.171,-0.009803,-0.030122,0.007112,0.007959,bottom,0
55.191,-0.012938,-0.043179,-0.016203,-0.002268,bottom,0
55.211,-0.006616,-0.025107,0.026834,-0.006836,bottom,0
55.231,-0.018077,0.052782,0.054492,0.005087,bottom,0
55.251,0.032805,0.024451,0.013265,0.008960,bottom,0
55.270,0.049292,-0.004636,0.004732,0.006241,bottom,0
55.291,0.042625,-0.019977,0.028621,0.000997,bottom,0
55.310,-0.032391,0.034454,0.050321,0.007689,bottom,0
55.330,0.024489,0.062676,0.007756,0.018686,bottom,0
55.350,-0.464598,0.405721,0.086789,0.096093,bottom,0
55.370,0.391466,-0.341060,0.082685,0.008663,bottom,0
55.390,-0.373808,0.173672,0.180189,0.041664,bottom,0
55.410,0.507938,-0.097482,-0.008036,0.013835,bottom,0
55.430,-0.257269,0.063012,-0.005922,0.023671,bottom,0
55.449,0.135091,-0.005730,-0.033210,0.017790,bottom,0
55.469,-0.272970,0.038667,0.089994,0.021966,bottom,0
55.489,0.149851,0.073756,-0.077874,0.032324,bottom,0
55.509,-0.057312,-0.077563,0.040987,0.010346,bottom,0
55.529,0.092385,-0.004443,-0.056595,0.007388,bottom,0
55.549,-0.124134,0.038716,0.000293,0.013654,bottom,0
55.568,0.044943,0.030524,-0.018736,0.017028,bottom,0
55.588,-0.034833,0.027898,-0.049682,0.019202,bottom,0
55.608,-0.029277,-0.058965,-0.041449,0.003569,bottom,0
55.628,0.025618,-0.021872,0.002208,-0.001520,bottom,0
55.648,-0.061424,0.062284,-0.015104,0.011241,bottom,0
55.668,0.024227,-0.005258,-0.012777,0.007941,bottom,0
55.688,0.040379,0.002652,0.006406,0.006884,bottom,0
55.708,0.023241,-0.041050,-0.042856,-0.002703,bottom,0
55.728,0.034375,-0.015865,-0.031222,-0.005335,bottom,0
55.747,0.081216,-0.002913,-0.059728,-0.004851,bottom,0
55.767,0.049024,-0.028008,-0.006984,-0.009482,bottom,0
55.787,0.038264,-0.009747,0.020023,-0.009535,bottom,0
55.807,0.023631,-0.040660,-0.008345,-0.015760,bottom,0
55.827,0.035809,0.028059,0.006192,-0.006996,bottom,0
55.847,0.016932,-0.041478,-0.006165,-0.013893,bottom,0
55.867,-0.002611,0.002146,-0.009233,-0.010685,bottom,0
55.887,-0.197446,0.080275,0.023002,0.007507,bottom,0
55.906,0.193295,-0.038195,-0.022912,-0.001633,bottom,0
55.926,-0.163576,0.001462,0.014099,-0.001014,bottom,0
55.946,0.135991,-0.056338,-0.067989,-0.012079,bottom,0
55.966,-0.059678,-0.018045,-0.011376,-0.013272,bottom,0
55.986,0.001689,0.046675,0.042038,-0.001283,bottom,0
56.006,0.009074,-0.022964,0.012047,-0.005619,bottom,0
56.025,-0.001658,0.022164,0.041352,-0.000062,bottom,0
56.045,0.015169,-0.044589,0.013489,-0.008968,bottom,0
56.065,0.002033,0.043396,0.002483,0.001505,bottom,0
56.085,0.012324,0.023070,-0.000147,0.005818,bottom,0
56.105,0.030402,0.007002,0.006517,0.006055,bottom,0
56.125,-0.021591,-0.034493,0.026586,-0.002055,bottom,0
56.145,0.016070,-0.010469,0.009916,-0.003738,bottom,0
56.165,0.018552,-0.017392,0.057758,-0.006469,bottom,0
56.184,0.006234,0.007439,0.055528,-0.003687,bottom,0
56.204,-0.016669,0.000066,0.022918,-0.002936,bottom,0
56.224,0.029878,-0.009192,0.007880,-0.004188,bottom,0
56.244,0.006985,-0.035081,0.027027,-0.010366,bottom,0
56.264,-0.000471,0.012936,0.075014,-0.005706,bottom,0
56.284,-0.281568,0.246626,-0.023305,0.044761,bottom,0
56.304,0.050850,-0.221572,-0.127091,-0.008506,bottom,0
56.324,0.033410,0.040218,0.023178,0.001239,bottom,0
56.343,0.209486,-0.100218,0.101754,-0.019053,bottom,0
56.363,-0.059499,0.088171,-0.006270,0.002392,bottom,0
56.383,-0.143559,0.009164,-0.017785,0.003746,bottom,0
56.404,0.064351,0.018779,0.047566,0.006753,bottom,0
56.423,0.040790,0.100646,0.018668,0.025532,bottom,0
56.443,0.013260,-0.034655,0.011472,0.013494,bottom,0
56.463,-0.001148,0.046693,-0.014156,0.020134,bottom,0
56.483,-0.040340,-0.008953,-0.052020,0.014317,bottom,0
56.502,0.031688,-0.001477,-0.026149,0.011158,bottom,0
56.523,0.040737,-0.024490,0.024797,0.004028,bottom,0
56.542,-0.017264,0.006870,0.008257,0.004597,bottom,0
56.562,-0.005111,0.019018,-0.036466,0.007481,bottom,0
56.582,0.012986,0.019732,-0.028368,0.009931,bottom,0
56.602,-0.007636,-0.023284,0.041201,0.003288,bottom,0
56.622,0.014720,-0.000729,0.042097,0.002485,bottom,0
56.641,-0.033334,0.036176,-0.016402,0.009223,bottom,0
56.662,0.025081,-0.003480,-0.112856,0.006682,bottom,0
56.681,0.107652,0.030477,-0.046900,0.011441,bottom,0
56.701,-0.266749,0.082753,0.179681,0.025704,bottom,0
56.721,0.160332,-0.015823,-0.004756,0.017398,bottom,0
56.741,-0.075889,0.020617,0.033382,0.018042,bottom,0
56.761,0.056043,0.000174,0.019805,0.014468,bottom,0
56.781,-0.032340,-0.018418,-0.056883,0.007891,bottom,0
56.801,0.029337,-0.000890,-0.006922,0.006135,bottom,0
56.820,-0.017753,-0.002359,-0.022950,0.004436,bottom,0
56.840,0.021828,0.000463,0.003563,0.003641,bottom,0
56.860,-0.008317,0.000986,0.039756,0.003110,bottom,0
56.880,-0.020741,0.017026,-0.001369,0.005893,bottom,0
56.900,0.023141,-0.008147,-0.017110,0.003085,bottom,0
56.920,0.003595,0.014695,0.008228,0.005407,bottom,0
56.940,-0.001811,-0.001407,0.011288,0.004044,bottom,0
56.960,-0.021239,0.017119,0.035270,0.006659,bottom,0
56.979,-0.013581,0.013565,-0.006751,0.008040,bottom,0
56.999,0.026973,0.001264,-0.003760,0.006685,bottom,0
57.019,0.016204,0.005679,0.007433,0.006484,bottom,0
57.039,-0.026302,0.010697,0.012756,0.007327,bottom,0
57.059,-0.023144,0.004906,0.008784,0.006842,bottom,0
57.079,0.019633,0.002867,-0.030965,0.006047,bottom,0
57.099,0.032827,-0.007555,-0.023660,0.003327,bottom,0
57.118,0.012616,0.008025,0.011249,0.004267,bottom,0
57.138,-0.039989,0.044286,-0.061982,0.012271,bottom,0
57.158,0.044899,-0.167747,0.176300,-0.023733,bottom,0
57.178,-0.077392,0.150863,0.253201,0.011186,bottom,0
57.198,0.164050,-0.057774,0.195523,-0.002606,bottom,0
57.218,0.063120,-0.024015,-0.130217,-0.006888,bottom,0
57.238,-0.091833,0.054387,0.081941,0.005367,bottom,0
57.258,0.097740,-0.043196,-0.007214,-0.004346,bottom,0
57.278,0.001222,0.030924,0.023783,0.002708,bottom,0
57.297,0.031643,0.023513,0.010698,0.006869,bottom,0
57.317,0.115400,-0.046259,-0.032748,-0.003756,bottom,0
57.337,0.076922,0.033410,-0.013331,0.003677,bottom,0
57.357,0.036307,0.015367,0.019572,0.006015,bottom,0
57.377,0.082133,0.006153,-0.010198,0.006043,bottom,0
57.397,0.088562,0.003422,-0.005481,0.005518,bottom,0
57.417,0.124541,0.035174,0.158712,0.011450,bottom,0
57.436,0.014399,0.117440,0.163527,0.032648,bottom,0
57.456,-0.171988,0.019641,0.121734,0.030046,bottom,0
57.476,-0.138896,0.006417,0.020284,0.025320,bottom,0
57.497,0.012850,0.086929,-0.005285,0.037642,bottom,0
57.516,0.018869,0.172191,0.067467,0.064552,bottom,0
57.536,0.021147,0.197947,0.276913,0.091231,bottom,0
57.556,0.242711,0.248203,0.409102,0.122625,bottom,0
57.575,0.179718,0.184244,-0.077162,0.134949,bottom,0
57.596,0.087851,0.170591,-0.107204,0.142077,bottom,0
57.615,-0.012344,0.135072,0.181889,0.140676,bottom,0
57.635,-0.015069,-0.027611,0.283071,0.107019,bottom,0
57.655,0.133556,-0.325694,0.185277,0.020476,bottom,0
57.675,0.145327,0.094315,0.258871,0.035244,bottom,0
57.696,-0.068713,0.220322,0.248412,0.072260,bottom,0
57.715,-0.110770,0.147721,0.233323,0.087352,bottom,0
57.734,-0.075539,0.109895,0.146272,0.091861,bottom,0
57.754,-0.069930,0.171256,-0.051435,0.107740,bottom,0
57.774,-0.067261,0.150749,0.019938,0.116342,bottom,0
57.794,-0.189312,0.069491,0.195336,0.106971,bottom,0
57.814,-0.198265,0.108793,0.278198,0.107336,bottom,0
57.834,-0.038999,0.160540,0.175659,0.117977,bottom,0
57.854,-0.007548,0.153203,0.087067,0.125022,bottom,0
57.874,-0.043799,0.157058,0.026927,0.131429,bottom,0
57.894,-0.089895,0.129166,0.011031,0.130976,bottom,0
57.913,-0.087629,0.048249,-0.014985,0.114431,bottom,0
57.933,-0.009948,0.026672,-0.042937,0.096879,bottom,0
57.953,0.019709,0.077487,-0.071147,0.093001,bottom,0
57.973,-0.008110,0.131280,-0.062410,0.100657,bottom,0
57.993,-0.030647,0.108672,-0.094160,0.102260,bottom,0
58.013,0.007161,0.086704,-0.083699,0.099149,bottom,0
58.033,0.004626,0.113726,0.035023,0.102064,bottom,0
58.052,-0.030496,0.108146,0.076487,0.103280,bottom,0
58.072,0.015006,0.067893,-0.005635,0.096203,bottom,0
58.092,0.080404,0.091000,-0.051330,0.095162,bottom,0
58.112,0.041874,0.157310,-0.041960,0.107592,bottom,0
58.132,-0.015475,0.123821,-0.086615,0.110838,bottom,0
58.152,0.046968,0.036506,-0.162403,0.095971,bottom,0
58.172,0.084468,-0.004161,-0.146503,0.075945,bottom,0
58.192,0.052584,-0.034716,-0.021864,0.053813,bottom,0
58.211,0.013315,-0.034391,-0.031026,0.036172,bottom,0
58.232,0.040813,0.031241,-0.078782,0.035186,bottom,0
58.251,0.060225,0.117861,-0.120300,0.051721,bottom,0
58.271,0.071886,-0.059119,-0.058150,0.029553,bottom,0
58.291,0.089788,-0.215876,0.153959,-0.019533,bottom,0
58.311,0.085746,-0.112103,0.146492,-0.038047,bottom,0
58.330,0.106229,-0.006633,-0.077350,-0.031764,bottom,0
58.350,0.113299,0.102917,0.020736,-0.004828,bottom,0
58.370,0.022731,-0.078729,0.114498,-0.019608,bottom,0
58.391,-0.034816,-0.069787,0.179022,-0.029644,bottom,0
58.410,0.019106,0.006735,0.103634,-0.022368,bottom,0
58.430,0.106872,0.040273,0.057463,-0.009840,bottom,0
58.450,0.120440,-0.041386,0.082521,-0.016149,bottom,0
