timestamp,accX,accY,accZ,filteredAccY,phase,repCount,t_diff,energy
160.987,0.115321,0.270487,0.114126,0.030447,idle,5,0.01999999999998181,0.07380514381748209
161.007,0.192888,0.245311,0.164376,0.073419,idle,5,0.020000000000010232,0.07386550646444942
161.026,0.244587,0.059434,0.1085,0.070622,idle,5,0.019000000000005457,0.07323356084770676
161.046,0.198164,-0.019597,0.011858,0.052578,idle,5,0.01999999999998181,0.07200188687551715
161.066,0.173429,-0.13045,-0.060099,0.015973,idle,5,0.020000000000010232,0.07075499627726568
161.086,0.265715,-0.281754,0.280706,-0.043573,idle,5,0.020000000000010232,0.06940746355953153
161.106,0.262194,-0.236649,-0.046448,-0.082188,idle,5,0.01999999999998181,0.06919397011305599
161.126,0.085859,-0.079376,-0.251175,-0.081626,idle,5,0.020000000000010232,0.06939560440182481
161.146,-0.03206,-0.140195,-0.110806,-0.093339,idle,5,0.01999999999998181,0.06996130276963593
161.166,-0.141751,-0.328793,-0.077259,-0.14043,idle,5,0.020000000000010232,0.07146280831688098
161.185,-0.125717,-0.445482,-0.015482,-0.20144,idle,5,0.019000000000005457,0.07436858852610606
161.205,-0.149858,-0.336065,0.158556,-0.228365,idle,5,0.020000000000010232,0.07767275292358905
161.225,-0.210546,-0.152753,0.005475,-0.213243,idle,5,0.01999999999998181,0.08022997120542835
161.245,-0.204349,0.091046,-0.178429,-0.152385,idle,5,0.020000000000010232,0.08107470818736437
161.265,-0.192333,0.008036,-0.041102,-0.120301,idle,5,0.01999999999998181,0.0812760348695157
161.285,-0.190611,-0.005765,0.263054,-0.097394,idle,5,0.020000000000010232,0.08125631696905404
161.305,-0.038172,0.000935,0.082101,-0.077728,idle,5,0.020000000000010232,0.08122470914881147
161.324,0.058561,0.512934,-0.117615,0.040404,idle,5,0.019000000000005457,0.08119137129024195
161.344,-0.081738,0.766558,0.008929,0.185635,idle,5,0.01999999999998181,0.08335034260351216
161.364,-0.192932,0.185125,-0.046083,0.185533,idle,5,0.020000000000010232,0.08543231586170993
